raw_affiliation,canonical_affiliation,country,region,source,confidence
Sun Yat-Sen University,Sun Yat-sen University,China,China,manual_substring,0.9
SenseTime Group,SenseTime,China,China,manual_substring,0.9
OMRON SINIC X,Universidad Alfonso X El Sabio,Spain,Europe,university_dataset,0.855
"Hebrew University of Jerusalem, Israel",Universidad Tecnologica Israel,Ecuador,Latin America,university_dataset,0.9
Valeo,Valeo,Unknown,Other/Unknown,unknown,0.0
LIP6 Sorbonne Universite,Sorbonne Université,France,Europe,manual_substring,0.9
Criteo AI Lab,Criteo AI Lab,Unknown,Other/Unknown,unknown,0.0
Saudi Aramco,Saudi Aramco,Unknown,Other/Unknown,unknown,0.0
"University of Electronic Science and Technology of China, Tsinghua University",Tsinghua University,China,China,university_dataset,0.9
Isomorphic Labs,Isomorphic Labs,Unknown,Other/Unknown,unknown,0.0
University of Manitoba,University of Manitoba,Canada,Canada,university_dataset,1.0
Università della Svizzera Italiana,Universita della Svizzera Italiana,Switzerland,Europe,university_dataset,0.9705882352941176
Samsung Electronics,Samsung Research,South Korea,Asia-Pacific (excl. China),manual_substring,0.9
University,ICI University,United States,United States,university_dataset,0.95
"Max Planck Institute for Mathematics in the Sciences, Max-Planck Institute",Max Planck Institute,Germany,Europe,manual_substring,0.9
QualComm,Qualcomm,United States,United States,manual_substring,0.9
"Department of Computer Science, Duke University",Duke University,United States,United States,manual_substring,0.9
Netease Fuxi Lab,Netease Fuxi Lab,Unknown,Other/Unknown,unknown,0.0
"Zhejiang University, Tsinghua University",Tsinghua University,China,China,university_dataset,0.9
"Language Technologies Institute, Carnegie Mellon University",Carnegie Mellon University,United States,United States,university_dataset,0.9
Xiamen University,Xiamen University,China,China,university_dataset,1.0
Linköping University,Linköping University,Sweden,Europe,university_dataset,1.0
"Montreal Institute for Learning Algorithms, University of Montreal, Université de Montréal",Université de Montréal,Canada,Canada,manual_substring,0.9
Dalian maritime university,Dalian Martime University,China,China,university_dataset,0.9019607843137255
Alibaba Group US,Alibaba Group,China,China,manual_substring,0.9
Wildberries,Wildberries,Unknown,Other/Unknown,unknown,0.0
Center for AI Safety,University of Pittsburgh Medical Center,United States,United States,university_dataset,0.855
Truera,Truera,Unknown,Other/Unknown,unknown,0.0
Bocconi University,Bocconi University,Italy,Europe,university_dataset,1.0
IRD,IRD,Unknown,Other/Unknown,unknown,0.0
University of Memphis,University of Memphis,United States,United States,university_dataset,1.0
"Information Technology University Lahore, Pakistan",Pakistan Institute of Engineering and Applied Sciences (PIEAS),Pakistan,Asia-Pacific (excl. China),university_dataset,0.9
IIAI,IIAI,Unknown,Other/Unknown,unknown,0.0
Mercedes-Benz Tech innovation,Montana Tech,United States,United States,university_dataset,0.855
Informaiton Technology University,University of Technology,Mauritius,Other/Unknown,university_dataset,0.8866666666666666
Universidad Politécnica de Valencia,Universidad Politécnica de Valencia,Spain,Europe,university_dataset,1.0
Universität St. Gallen,Universität St. Gallen (HSG),Switzerland,Europe,university_dataset,0.95
FHNW - Fachhochschule Nordwestschweiz,FHNW - Fachhochschule Nordwestschweiz,Switzerland,Europe,university_dataset,1.0
Huawei Technologies Ltd. (Pairs Resaerch Center),Huawei,China,China,manual_substring,0.9
"RISC, Linz, Austria",Australian Correspondence Schools,Australia,Asia-Pacific (excl. China),university_dataset,0.8307692307692308
Cruise Automation,"Moscow State Institute of Radiotechnics, Electronics and Automation (Technical University)",Russian Federation,Other/Unknown,university_dataset,0.855
gatsby unit,gatsby unit,Unknown,Other/Unknown,unknown,0.0
OvGU Magdeburg,Otto-von-Guericke Universität Magdeburg,Germany,Europe,university_dataset,0.855
Red Hat,Japanese Red Cross College of Nursing,Japan,Asia-Pacific (excl. China),university_dataset,0.855
Commonwealth Bank of Australia,Regent University College of Science and Technology,Ghana,Middle East & Africa,university_dataset,0.855
"Electrical Engineering Department, Technion – Israel Institute of Technology, Technion - Israel Institute of Technology",Technion - Israel Institute of Technology,Israel,Middle East & Africa,university_dataset,0.9
Pennsylvania State Univ University Park,Pennsylvania State University,United States,United States,university_dataset,0.95
LY Corporation,LY Corporation,Unknown,Other/Unknown,unknown,0.0
Amazon Robotics,Amazon,United States,United States,manual_substring,0.9
Taras Shevchenko National University of Kyiv,Taras Shevchenko National University of Kyiv,Ukraine,Other/Unknown,university_dataset,1.0
Magnum Engine,Magnum Engine,Unknown,Other/Unknown,unknown,0.0
University of Rochester,University of Rochester,United States,United States,manual_substring,0.9
Kuaishou- 快手科技,Kuaishou- 快手科技,Unknown,Other/Unknown,unknown,0.0
Momenta,Momenta,Unknown,Other/Unknown,unknown,0.0
Mila - Université de Montréal,Université de Montréal,Canada,Canada,manual_substring,0.9
booking.com,booking.com,Unknown,Other/Unknown,unknown,0.0
Sandia National Laboratory,National Institute of Applied Sciences of Toulouse,France,Europe,university_dataset,0.855
LG Electronics,Institute of Industrial Electronics Engineering,Pakistan,Asia-Pacific (excl. China),university_dataset,0.855
Sookmyung Women's University,Sookmyung Women's University,South Korea,Asia-Pacific (excl. China),manual_exact,1.0
Advanced Digital Science Center Singapore,Franklin Pierce Law Center,United States,United States,university_dataset,0.855
Samaya AI,Samaya AI,Unknown,Other/Unknown,unknown,0.0
OmniML,OmniML,Unknown,Other/Unknown,unknown,0.0
HuaQiao University,Hainan University,China,China,university_dataset,0.8571428571428572
Huaqiao University,Huaqiao University Quanzhuo,China,China,university_dataset,0.9
Mayo Clinic Arizona,Mayo Clinic,United States,United States,university_dataset,0.9
Manteia Tech,Arkansas Tech University,United States,United States,university_dataset,0.855
"Nara Institute of Science and Technology, Japan",Nara Institute of Science and Technology,Japan,Asia-Pacific (excl. China),manual_substring,0.9
Microsoft GenAI,Microsoft,United States,United States,manual_substring,0.9
Universidad Complutense de Madrid,Universidad Complutense de Madrid,Spain,Europe,university_dataset,1.0
Université Paris-Saclay,Université Paris-Saclay,France,Europe,university_dataset,1.0
University of Basel,University of Basel,Switzerland,Europe,manual_substring,0.9
"University Children's Hospital Regensburg (KUNO), Department of Neonatology, Hospital St. Hedwig of the Order of St. John, University of Regensburg, Germany",International University in Germany,Germany,Europe,university_dataset,0.9
KAIST,Korea Advanced Institute of Science & Technology,South Korea,Asia-Pacific (excl. China),manual_substring,0.9
Samsung Advanced Institute of Technology,Samsung Research,South Korea,Asia-Pacific (excl. China),manual_substring,0.9
Montreal Institute for Learning Algorithms (MILA),Mila - Quebec AI Institute,Canada,Canada,manual_substring,0.9
"Huazhong University of Science and Technology, Tsinghua University",Huazhong University of Science and Technology,China,China,manual_substring,0.9
Tencent Hunyuan Research,Tencent,China,China,manual_substring,0.9
Ecole normale supérieure,École normale supérieure Paris-Saclay,France,Europe,university_dataset,0.8625000000000002
University College Dublin,University College Dublin,Ireland,Europe,university_dataset,1.0
Supertone Inc.,Supertone Inc.,Unknown,Other/Unknown,unknown,0.0
Dolby,Dolby,Unknown,Other/Unknown,unknown,0.0
Simula Research Laboratory,Johns Hopkins University Applied Physics Laboratory,United States,United States,university_dataset,0.855
"Deakin University, Australia",Deakin University,Australia,Asia-Pacific (excl. China),university_dataset,0.9
MMLab of CUHK & Shanghai AI Laboratory,Mohamed bin Zayed University of Artificial Intelligence (MBZUAI),United Arab Emirates,Middle East & Africa,university_dataset,0.855
Palona AI,Palona AI,Unknown,Other/Unknown,unknown,0.0
Samsung AI Center Toronto,Samsung Research,South Korea,Asia-Pacific (excl. China),manual_substring,0.9
Parametrix.ai,Parametrix.ai,Unknown,Other/Unknown,unknown,0.0
Institut de Biologie de lENS,Universidade Comunitária da Região de Chapecó - Unochapecó,Brazil,Latin America,university_dataset,0.855
Sea AI Lab,Red Sea University,Sudan,Other/Unknown,university_dataset,0.855
NTT Reasearch Inc.,NTT Reasearch Inc.,Unknown,Other/Unknown,unknown,0.0
META,Meta AI,United States,United States,manual_substring,0.9
Kumo AI,Kumo AI,Unknown,Other/Unknown,unknown,0.0
Heidelberg Institute for Theoretical Studies,ITT Technical Institute,United States,United States,university_dataset,0.855
University of Notre Dame,University of Notre Dame,United States,United States,university_dataset,1.0
Case Western Reserve University,Case Western Reserve University,United States,United States,university_dataset,1.0
Department of Computer Science,Regent University College of Science and Technology,Ghana,Middle East & Africa,university_dataset,0.855
UQAM,UQAM,Unknown,Other/Unknown,unknown,0.0
Université du Québec à Montréal,Université du Québec à Montréal,Canada,Canada,university_dataset,1.0
TNO,TNO,Unknown,Other/Unknown,unknown,0.0
Laval university,Mykolo Romerio university,Lithuania,Europe,university_dataset,0.855
Singapore University of Social Sciences,Singapore University of Social Sciences,Singapore,Asia-Pacific (excl. China),university_dataset,1.0
Morgan Stanley,Morgan State University,United States,United States,university_dataset,0.855
ESSEC Business School,IESE Business School,Spain,Europe,university_dataset,0.926829268292683
Tencent YoutuLab,Tencent,China,China,manual_substring,0.9
"Hefei Institutes of Physical Science, Chinese Academy of Sciences",Chinese Academy of Sciences,China,China,manual_substring,0.9
Allen Institute for Brain Science,Regent University College of Science and Technology,Ghana,Middle East & Africa,university_dataset,0.855
Chung-Ang University,Chung-Ang University,South Korea,Asia-Pacific (excl. China),manual_exact,1.0
TikTok Inc,ByteDance,China,China,manual_substring,0.9
your.MOV,your.MOV,Unknown,Other/Unknown,unknown,0.0
University of Newcastle,University of Newcastle,Australia,Asia-Pacific (excl. China),university_dataset,1.0
Federal University of Rio de Janeiro - UFRJ,Bugema University,Uganda,Middle East & Africa,university_dataset,0.855
École de technologie supérieure,"École de technologie supérieure, Université du Québec",Canada,Canada,university_dataset,0.9
Sung Kyun Kwan University,Sungkyunkwan University,South Korea,Asia-Pacific (excl. China),manual_exact,1.0
New York University Abu Dhabi,New York University,United States,United States,manual_substring,0.9
"Vector Institute, Toronto",Vector Institute,Canada,Canada,manual_substring,0.9
Tencent LightSpeed Studios,Tencent,China,China,manual_substring,0.9
"Pinterest, Inc.","Pinterest, Inc.",Unknown,Other/Unknown,unknown,0.0
IRIF (CNRS & Université Paris Cité),Académie de Paris,France,Europe,university_dataset,0.855
Universidad Carlos III de Madrid,Universidad Carlos III de Madrid,Spain,Europe,university_dataset,1.0
"Department of Computer Science, University of Wisconsin - Madison",University of Wisconsin - Madison,United States,United States,manual_substring,0.9
Krafton Inc.,Krafton Inc.,Unknown,Other/Unknown,unknown,0.0
Queen Mary University of London,"Queen Mary, University of London",United Kingdom,Europe,university_dataset,0.9841269841269842
Winton Capital,Capital Normal University,China,China,university_dataset,0.855
Spotify,Spotify,Unknown,Other/Unknown,unknown,0.0
Summit Securities Group,Summit Securities Group,Unknown,Other/Unknown,unknown,0.0
Universität Mannheim,Universität Mannheim,Germany,Europe,university_dataset,1.0
